sku_id,account_id,current_oversellable,current_available,current_kit_to_ship_available,current_sellable,current_backorder_count,total_shipped,total_expected,oldest_backorder_date,sales_last_week,sales_last_4_weeks,sales_last_12_weeks,sales_last_52_weeks,weeks_of_supply,warehouse_id,unique_sku_name,is_kit,image_url,preferred_min_quantity,product_name,product_category,product_class_name,account_slug,is_on_watch_list
32d43a11-c8b3-4cc0-8a86-257bc94d89fd,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,0,<nil>,0,<nil>,7,0,<nil>,3,6,7,7,0,227594,JU9T1GMNR28-40,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/The_Perfect_Jean_April_10_20213087.jpg?v=1618890171,0,Slim / Miner,Jean,Merchandise,theperfectjean,false
821c77ef-1b0b-465d-8bd6-8464e125324c,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,51,<nil>,51,<nil>,10,0,<nil>,3,9,9,9,22,234105,JS9T2NKNT-31,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/knight1.jpg?v=1622771548,0,Jorts / Knight,Shorts,<nil>,theperfectjean,false
68d21d4d-cc93-453a-ac8c-3f2bd1693a45,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,81,<nil>,81,<nil>,12,2,<nil>,3,4,12,12,81,227578,JU9T1GMNR34-38,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/The_Perfect_Jean_April_10_20213087.jpg?v=1618890171,0,Slim / Miner,Jean,Merchandise,theperfectjean,false
1bab31a0-baa4-495b-a0fa-e1c4a1e089ad,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,63,<nil>,63,0,40,0,<nil>,3,8,20,40,31,181886,JU9T3NAMR34-33,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/ThePerfectJean_20201578.png?v=1618002076,0,Athletic / Admiral,Jean,Merchandise,theperfectjean,false
26e47003-3d65-4c0d-be62-1b14d8bb8aec,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,5,<nil>,5,<nil>,24,0,<nil>,3,8,24,24,2,228397,JU9T1BBDT28-31,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/Front-Slim_bandit_c2ff8cd9-acf1-4e39-bd45-842bba2a006b.jpg?v=1617756126,0,Slim / Bandit,Jean,Merchandise,theperfectjean,false
b2f5e3e5-6dab-4cc7-b6a0-bf8a827f1770,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,318,<nil>,318,0,253,13,<nil>,3,11,54,253,115,164343,JU9T2NKNT30-32,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/FrontStretch-Slim_knight_f9f941b4-424a-4650-a9b6-688ab6d26c47.jpg?v=1587127833,0,Skinny / Knight,Jean,Merchandise,theperfectjean,false
5f05279f-0f26-4e6c-9f7b-2797e347a37b,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,165,<nil>,165,0,78,8,<nil>,3,14,30,81,47,194684,JU9T2NKNT28-32,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/FrontStretch-Slim_knight_f9f941b4-424a-4650-a9b6-688ab6d26c47.jpg?v=1587127833,0,Skinny / Knight,Jean,Merchandise,theperfectjean,false
cdf697ec-0f3d-463a-9a6f-b765d79cedd8,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,29,<nil>,29,<nil>,20,0,<nil>,3,6,20,20,19,227659,JU9T2GMNR32-31,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/The_Perfect_Jean_April_10_20213039.jpg?v=1618890142,0,Skinny / Miner,Jean,Merchandise,theperfectjean,false
eb33e706-b770-421c-939d-5887646dbe1a,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,2,<nil>,2,<nil>,8,0,<nil>,3,7,8,8,1,226746,JUXT1NAMR30-42,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/Front-Slim_admiral_771a8978-2225-4279-9853-607f641294cb.jpg?v=1617756121,0,Slim / Admiral,Jean,Merchandise,theperfectjean,false
8da67fce-b573-4e6f-a232-fdb76fc8b843,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,16,<nil>,16,<nil>,30,2,<nil>,3,15,30,30,4,227597,JU9T1GMNR34-32,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/The_Perfect_Jean_April_10_20213087.jpg?v=1618890171,0,Slim / Miner,Jean,Merchandise,theperfectjean,false
817d739f-8e2f-4990-bd62-5345da60b6ee,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,32,<nil>,32,<nil>,6,0,<nil>,3,5,6,6,25,227479,JU9T2WBLN28-30,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/The_Perfect_Jean_April_10_20213021.jpg?v=1620313698,0,Skinny / Blanco,Jean,Merchandise,theperfectjean,false
3916989b-7006-494f-bd67-b22a9e464969,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,13,<nil>,13,<nil>,17,4,<nil>,3,6,8,18,8,173669,JU9T2NKNT30-26,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/FrontStretch-Slim_knight_f9f941b4-424a-4650-a9b6-688ab6d26c47.jpg?v=1587127833,0,Skinny / Knight,Jean,Merchandise,theperfectjean,false
d25fcc50-3e47-4d22-ba87-532329a71c2b,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,<nil>,38,<nil>,38,<nil>,17,2,<nil>,3,15,17,17,10,231083,JS9T2BWWF-36,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/werewolf1.jpg?v=1622771748,0,Jorts / Werewolf,Shorts,<nil>,theperfectjean,false
db8df91f-a844-4b8a-aebd-531720c21e45,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,59,<nil>,59,0,39,1,<nil>,3,5,22,39,47,211877,JU9T2NKNT34-34,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/FrontStretch-Slim_knight_f9f941b4-424a-4650-a9b6-688ab6d26c47.jpg?v=1587127833,0,Skinny / Knight,Jean,Merchandise,theperfectjean,false
5946f325-f6a7-47e4-9f70-aeb19753e581,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,130,<nil>,130,0,59,2,<nil>,3,7,20,59,74,164390,JU9T2NAMR32-33,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/Front-Skinny_admiral_2e62d581-e01b-43a1-8104-da21ea6c930f.jpg?v=1587127889,0,Skinny / Admiral,Jean,Merchandise,theperfectjean,false
156bfbf8-cc9f-4150-bddf-340fa7e24616,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,1,<nil>,1,<nil>,6,0,<nil>,3,5,6,6,0,226977,JUXT3NCWB32-50,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/corrected-athleticcowboy_1.jpg?v=1618002083,0,Athletic / Cowboy,Jean,Merchandise,theperfectjean,false
9b2b170a-5364-455f-addc-645c3bdb2a42,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,206,<nil>,206,0,75,2,<nil>,3,6,24,76,137,164375,JU9T2NAMR30-31,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/Front-Skinny_admiral_2e62d581-e01b-43a1-8104-da21ea6c930f.jpg?v=1587127889,0,Skinny / Admiral,Jean,Merchandise,theperfectjean,false
05edf4a7-d34f-4b16-881b-c089bcc84c50,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,70,<nil>,70,0,99,6,<nil>,3,13,32,98,21,164325,JU9T1LJKR34-36,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/Front-Slim_joker_bd244536-f057-4d70-b31b-47d224ebe6ba.jpg?v=1617756143,0,Slim / Joker,Jean,Merchandise,theperfectjean,false
6d8c42f7-1622-4534-a6c9-1c2168a8d5ce,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,4,<nil>,4,0,23,1,<nil>,3,8,23,23,2,227564,JU9T3GMNR32-40,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/The_Perfect_Jean_April_10_20213103.jpg?v=1618889975,0,Athletic / Miner,Jean,Merchandise,theperfectjean,false
1c790657-f4cd-411d-89f8-1dd7dd4d6fcc,e7ce732f-edfd-43ab-a1d5-d6be5a5123fe,0,31,<nil>,31,<nil>,14,0,<nil>,3,3,6,14,41,211869,JU9T2LJKR34-31,false,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/Front-Skinny_joker_b6124f63-cfc7-4e45-a8f9-0ec140091f97.jpg?v=1587127797,0,Skinny / Joker,Jean,Merchandise,theperfectjean,false
