Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
the-perfect-tee,The Perfect Tee,<p>Best V Ever</p>,The Perfect Jean,T-Shirt,"",false,Size,XS,Color,BLACK,,,JT9S5BLK-XS,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664332,,,,false,,,,,,,,,,,,,,,,,lb,,,draft
the-perfect-tee,,,,,,,,L,,BLACK,,,JT9S5BLK-L,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664363,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,M,,BLACK,,,JT9S5BLK-M,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664356,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,S,,BLACK,,,JT9S5BLK-S,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664349,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XL,,BLACK,,,JT9S5BLK-XL,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664370,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XXL,,BLACK,,,JT9S5BLK-XXL,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664387,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,L,,NAVY,,,JT9S5NAV-L,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664301,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,M,,NAVY,,,JT9S5NAV-M,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664295,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,S,,NAVY,,,JT9S5NAV-S,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664288,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XL,,NAVY,,,JT9S5NAV-XL,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664318,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XS,,NAVY,,,JT9S5NAV-XS,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664271,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XXL,,NAVY,,,JT9S5NAV-XXL,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664325,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,L,,WHITE,,,JT9S5WHT-L,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664240,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,M,,WHITE,,,JT9S5WHT-M,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664233,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,S,,WHITE,,,JT9S5WHT-S,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664226,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XL,,WHITE,,,JT9S5WHT-XL,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664257,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XS,,WHITE,,,JT9S5WHT-XS,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664219,,,,,,,,,,,,,,,,,,,,,lb,,,
the-perfect-tee,,,,,,,,XXL,,WHITE,,,JT9S5WHT-XXL,0.0,masonhub,deny,masonhub,40.00,40.00,true,true,'194051664264,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,Jorts / Werewolf,"<p><span data-mce-fragment=""1"">At a 10 inch inseam, our jort sits just above the knee while unrolled. However, if you wanna show off those sexy thighs, just roll em' on up to your desired length ... Anything longer than a jong (""jean thong"") and we're gravy.</span><br></p>
<p>The werewolf is black with a light black wash and matte black hardware.  A final touch: black tape and navy stitching makes this our darkest wash ever.  Howl. </p>",The Perfect Jean,Shorts,"meta-size-chart-size-guide-jort, Split",true,Color,Werewolf - Black,Waist Size,28,,,JS9T2BWWF-28,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620246,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/werewolf1.jpg?v=1622771748,1,,false,,,,,,,,,,,,,,,,,lb,,,active
jorts-werewolf,,,,,,,,Werewolf - Black,,29,,,JS9T2BWWF-29,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620253,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/werewolf7.jpg?v=1622771752,2,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,30,,,JS9T2BWWF-30,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620260,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/werewolf8.jpg?v=1622771754,3,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,31,,,JS9T2BWWF-31,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620277,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/werewolf9.jpg?v=1622771757,4,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,32,,,JS9T2BWWF-32,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620284,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/werewolf3.jpg?v=1622771771,5,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,33,,,JS9T2BWWF-33,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620291,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,34,,,JS9T2BWWF-34,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620307,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,36,,,JS9T2BWWF-36,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620314,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,38,,,JS9T2BWWF-38,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620321,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,40,,,JS9T2BWWF-40,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620338,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-werewolf,,,,,,,,Werewolf - Black,,42,,,JS9T2BWWF-42,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620345,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,Jorts / Joker,"<p>At a 10 inch inseam, our jort sits just above the knee while unrolled. However, if you wanna show off those sexy thighs, just roll em' on up to your desired length ... Anything longer than a jong (""jean thong"") and we're gravy.</p>
<p>The Joker ... light blue with tin colored hardware with contrasting navy tape and red stitching.  Laugh a lot this summer :) </p>",The Perfect Jean,Shorts,"meta-size-chart-size-guide-jort, Split",true,Color,Joker - Light Indigo,Waist Size,28,,,JS9T2LJKR-28,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620604,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/joker12.jpg?v=1622771158,1,,false,,,,,,,,,,,,,,,,,lb,,,active
jorts-joker,,,,,,,,Joker - Light Indigo,,29,,,JS9T2LJKR-29,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620611,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/joker6.jpg?v=1622771168,2,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,30,,,JS9T2LJKR-30,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620628,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/joker9.jpg?v=1622771174,3,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,31,,,JS9T2LJKR-31,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620635,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/joker3.jpg?v=1622771181,4,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,32,,,JS9T2LJKR-32,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620642,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/joker10.jpg?v=1622771212,5,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,33,,,JS9T2LJKR-33,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620659,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/joker12_c9649651-771c-431f-ab46-9b17e814fb65.jpg?v=1622771216,6,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,34,,,JS9T2LJKR-34,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620666,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/joker7.jpg?v=1622771222,7,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,36,,,JS9T2LJKR-36,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620673,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,38,,,JS9T2LJKR-38,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620680,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,40,,,JS9T2LJKR-40,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620697,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,42,,,JS9T2LJKR-42,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620703,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,44,,,JSXT2LJKR-44,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621298,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,46,,,JSXT2LJKR-46,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621304,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,48,,,JSXT2LJKR-48,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621311,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-joker,,,,,,,,Joker - Light Indigo,,50,,,JSXT2LJKR-50,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621328,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,Jorts / Bandit,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">At a 10 inch inseam, our jort sits just above the knee while unrolled. However, if you wanna show off those sexy thighs, just roll em' on up to your desired length ... Anything longer than a jong (""jean thong"") and we're gravy.</span></p>
<p><span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Bandit.  Dark black (as sin) with even darker matte black hardware and black tape with navy stitching if you choose to roll 'em up (your call bad boy). </span></p>",The Perfect Jean,Shorts,"meta-size-chart-size-guide-jort, Split",true,Color,Bandit - Black,Waist Size,28,,,JS9T2BBDT-28,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620079,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/bandit1.jpg?v=1622770551,1,,false,,,,,,,,,,,,,,,,,lb,,,active
jorts-bandit,,,,,,,,Bandit - Black,,29,,,JS9T2BBDT-29,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620086,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/bandit9.jpg?v=1622770581,2,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,30,,,JS9T2BBDT-30,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620093,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/bandit7.jpg?v=1622770581,3,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,31,,,JS9T2BBDT-31,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620109,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/bandit4.jpg?v=1622770581,4,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,32,,,JS9T2BBDT-32,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620116,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/bandit5.jpg?v=1622770581,5,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,33,,,JS9T2BBDT-33,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620123,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/bandit2.jpg?v=1622770581,6,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,34,,,JS9T2BBDT-34,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620130,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,36,,,JS9T2BBDT-36,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620147,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,38,,,JS9T2BBDT-38,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620154,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,40,,,JS9T2BBDT-40,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620161,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,42,,,JS9T2BBDT-42,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620178,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,44,,,JSXT2BBDT-44,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620185,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,46,,,JSXT2BBDT-46,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620192,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,48,,,JSXT2BBDT-48,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620208,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-bandit,,,,,,,,Bandit - Black,,50,,,JSXT2BBDT-50,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620215,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,Jorts / Cowboy,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">At a 10 inch inseam, our jort sits just above the knee while unrolled. However, if you wanna show off those sexy thighs, just roll em' on up to your desired length ... Anything longer than a jong (""jean thong"") and we're gravy.</span></p>
<p><span data-mce-fragment=""1"">Cowboy.  An indigo blue with a slight tint/wash.  Antique Wild West Copper, Black tape. Blue Stitching.  You know who you are if you are. </span></p>
<p> </p>",The Perfect Jean,Shorts,"meta-size-chart-size-guide-jort, Split",true,Color,Cowboy - Tinted,Waist Size,28,,,JS9T2NCWB-28,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621083,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/cowboy1.jpg?v=1622771050,1,,false,,,,,,,,,,,,,,,,,lb,,,active
jorts-cowboy,,,,,,,,Cowboy - Tinted,,29,,,JS9T2NCWB-29,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621090,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/cowboy8.jpg?v=1622771057,2,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,30,,,JS9T2NCWB-30,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621106,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/cowboy5.jpg?v=1622771060,3,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,31,,,JS9T2NCWB-31,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621113,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/cowboy2.jpg?v=1622771065,4,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,32,,,JS9T2NCWB-32,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621120,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/cowboy6.jpg?v=1622771067,5,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,33,,,JS9T2NCWB-33,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621137,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,34,,,JS9T2NCWB-34,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621144,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,36,,,JS9T2NCWB-36,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621151,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,38,,,JS9T2NCWB-38,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621168,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,40,,,JS9T2NCWB-40,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621175,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,42,,,JS9T2NCWB-42,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621182,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,44,,,JSXT2NCWB-44,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621496,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,46,,,JSXT2NCWB-46,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621502,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,48,,,JSXT2NCWB-48,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621519,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-cowboy,,,,,,,,Cowboy - Tinted,,50,,,JSXT2NCWB-50,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621526,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,Jorts / Captain,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">At a 10 inch inseam, our jort sits just above the knee while unrolled. However, if you wanna show off those sexy thighs, just roll em' on up to your desired length ... Anything longer than a jong (""jean thong"") and we're gravy.</span></p>
<p><span data-mce-fragment=""1"">El Capitan is a huge ancient granite rock in Yosemite in a Jort that stretches for your pebbles.  Dark blue with matt black hardware ( and black tape with blue stitching.  The night is your friend, Pirate Captain. </span></p>",The Perfect Jean,Shorts,"meta-size-chart-size-guide-jort, Split",true,Color,Captain - Midnight Blue,Waist Size,28,,,JS9T2DCPT-28,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620369,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/captain1.jpg?v=1622771014,1,,false,,,,,,,,,,,,,,,,,lb,,,active
jorts-captain,,,,,,,,Captain - Midnight Blue,,29,,,JS9T2DCPT-29,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620376,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/captain5.jpg?v=1622771014,2,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,30,,,JS9T2DCPT-30,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620383,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/captain9.jpg?v=1622771014,3,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,31,,,JS9T2DCPT-31,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620390,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/captain2.jpg?v=1622771014,4,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,32,,,JS9T2DCPT-32,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620406,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/captain3.jpg?v=1622771014,5,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,33,,,JS9T2DCPT-33,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620413,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,34,,,JS9T2DCPT-34,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620420,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,36,,,JS9T2DCPT-36,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620437,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,38,,,JS9T2DCPT-38,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620444,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,40,,,JS9T2DCPT-40,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620451,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,42,,,JS9T2DCPT-42,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620468,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,44,,,JSXT2DCPT-44,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621199,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,46,,,JSXT2DCPT-46,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621205,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,48,,,JSXT2DCPT-48,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621212,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-captain,,,,,,,,Captain - Midnight Blue,,50,,,JSXT2DCPT-50,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621229,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,Jorts / Knight,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">At a 10 inch inseam, our jort sits just above the knee while unrolled. However, if you wanna show off those sexy thighs, just roll em' on up to your desired length ... Anything longer than a jong (""jean thong"") and we're gravy.</span></p>
<p><span data-mce-fragment=""1"">The knight is a dark blue noble creature, made with pewter hardware, navy tape with red stitchign (when rolled for battle).  You are the jort you wear.  Wear it well, sir. </span></p>",The Perfect Jean,Shorts,"meta-size-chart-size-guide-jort, Split",true,Color,Knight - Dark Blue,Waist Size,28,,,JS9T2NKNT-28,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620963,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/knight1.jpg?v=1622771548,1,,false,,,,,,,,,,,,,,,,,lb,,,active
jorts-knight,,,,,,,,Knight - Dark Blue,,29,,,JS9T2NKNT-29,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620970,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/knights9.jpg?v=1622771554,2,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,30,,,JS9T2NKNT-30,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620987,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/knights7.jpg?v=1622771559,3,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,31,,,JS9T2NKNT-31,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051620994,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/knights3.jpg?v=1622771562,4,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,32,,,JS9T2NKNT-32,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621007,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/knight2.jpg?v=1622771565,5,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,33,,,JS9T2NKNT-33,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621014,https://cdn.shopify.com/s/files/1/0259/7588/1814/products/knights6.jpg?v=1622771571,6,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,34,,,JS9T2NKNT-34,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621021,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,36,,,JS9T2NKNT-36,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621038,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,38,,,JS9T2NKNT-38,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621045,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,40,,,JS9T2NKNT-40,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621052,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,42,,,JS9T2NKNT-42,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621069,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,44,,,JSXT2NKNT-44,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621397,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,46,,,JSXT2NKNT-46,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621403,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,48,,,JSXT2NKNT-48,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621410,,,,,,,,,,,,,,,,,,,,,lb,,,
jorts-knight,,,,,,,,Knight - Dark Blue,,50,,,JSXT2NKNT-50,0.0,masonhub,deny,masonhub,54.00,,true,true,'194051621427,,,,,,,,,,,,,,,,,,,,,lb,,,
